campo_64;campo_34;campo_36;campo_38;campo_53;campo_80;campo_39;campo_62;campo_61;campo_100;campo_22;campo_75;campo_70;campo_71;campo_72;campo_73;campo_69;campo_68;campo_84;campo_83;campo_74;campo_87;campo_86;campo_85;campo_94;campo_93;campo_9;campo_35;campo_37;campo_91;campo_101;campo_92;campo_26;campo_23;campo_97;campo_10;campo_11;campo_12;campo_13;campo_51;campo_81;campo_77;campo_76;campo_78;campo_79;campo_95;campo_46;campo_20;campo_4;campo_104;campo_60_cat;Presenta_union
Bajo;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;200000.0;0.0;0.0;0.0;6774.0;0.0;0.0;0.0;0.0;998455.0;771716.0;0.0;5565698.0;0.0;1.0;1.0;1.0;0.0;3.0;5.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1574010.0;MINO;PERSONA NATURAL;1.0;29.0;6;1
Medio;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;1.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-67947.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;EMISBH;PERSONA NATURAL;1.0;15.0;5;1
Clave;VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES;0.0;0.0;0.0;13103641.0;10.0;11.0;4.0;0.0;4.0;154893733.0;0.0;0.0;0.0;0.0;0.0;1002812.0;124559658.0;292557032.0;292557032.0;86512107.0;88499434.0;11096000.0;460453551.0;549440935.0;0.0;0.0;0.0;11.0;7.0;98.0;1102760239.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;103659349.0;98356746.0;0.0;13103641.0;279127089.0;MAYO;PERSONA JURIDICA COMERCIAL;0.0;7.0;4;1
Bajo;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60117.0;23750.0;0.0;340858.0;125000.0;1.0;0.0;0.0;2.0;6.0;11.0;12625322.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;NOVATOS;PERSONA JURIDICA COMERCIAL;0.0;2.0;3;1
Bajo;VENTA AL POR MENOR NO REALIZADA EN COMERCIOS, PUESTOS DE VENTA O MERCADOS;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;12404995.0;1793717.0;1793717.0;10307019.0;0.0;13485.0;0.0;0.0;3895893.0;3895893.0;2882471.0;1772985.0;0.0;15293519.0;0.0;1.0;0.0;0.0;0.0;6.0;10.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-8509102.0;3701100.0;NOVATOS;PERSONA NATURAL;1.0;2.0;3;1
Bajo;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;0.0;243477502.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SOCINV;PERSONA JURIDICA COMERCIAL;1.0;16.0;5;1
Bajo;ACTIVIDADES AUXILIARES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;298674.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1224.0;1224.0;48166.0;2375.0;0.0;391089.0;18500.0;0.0;0.0;0.0;1.0;12.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-302896.0;400.0;EMISBH;PERSONA NATURAL;1.0;19.0;5;1
Bajo;VENTA AL POR MENOR NO REALIZADA EN COMERCIOS, PUESTOS DE VENTA O MERCADOS;1.0;1.0;0.0;0.0;1.0;1.0;6.0;0.0;3.0;163002393.0;300424160.0;300424160.0;312609682.0;0.0;1337653.0;0.0;27820828.0;105338104.0;88764858.0;2198906.0;43795484.0;156909.0;11521815.0;231147860.0;1.0;1.0;1.0;6.0;12.0;28.0;578064788.0;9803060.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;10558124.0;6538747.0;0.0;-105193269.0;143368375.0;MINO;PERSONA JURIDICA COMERCIAL;1.0;10.0;5;1
Bajo;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;1.0;1.0;0.0;0.0;5.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4153839.0;3855531.0;0.0;22781099.0;0.0;1.0;5.0;5.0;0.0;12.0;12.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;21994555.0;MINO;PERSONA NATURAL;1.0;11.0;5;1
Bajo;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;4651010.0;0.0;0.0;0.0;0.0;59828.0;0.0;445743.0;2956016.0;2956016.0;1144827.0;409821.0;0.0;6005000.0;0.0;1.0;0.0;0.0;0.0;12.0;15.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;445743.0;0.0;0.0;-3058420.0;2808215.0;MINO;PERSONA NATURAL;1.0;24.0;5;1
